,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
2714,HONDA,FIT,STATION WAGON - SMALL,1.5,4,7.3,6.1,6.8,16,898,9
2715,HONDA,FIT,STATION WAGON - SMALL,1.5,4,8.1,6.4,7.3,16,898,9
2716,HONDA,HR-V,SUV - SMALL,1.8,4,8.3,6.7,7.6,16,1039,11
2717,HONDA,HR-V,SUV - SMALL,1.8,4,8.3,6.7,7.6,16,1039,11
2718,HONDA,HR-V,SUV - SMALL,1.8,4,9.3,7.0,8.3,16,1039,11
2719,HONDA,HR-V AWD,SUV - SMALL,1.8,4,8.8,7.2,8.1,16,1040,11
2720,HONDA,HR-V AWD,SUV - SMALL,1.8,4,8.8,7.2,8.1,16,1040,11
2721,HONDA,ODYSSEY,MINIVAN,3.5,6,12.3,8.5,10.6,16,1324,4
2722,HONDA,PILOT,SUV - SMALL,3.5,6,12.4,8.8,10.8,16,1370,11
2723,HONDA,PILOT AWD,SUV - SMALL,3.5,6,13.0,9.3,11.3,16,1372,11
2724,HONDA,PILOT AWD,SUV - SMALL,3.5,6,12.4,9.3,11.0,16,1372,11
2725,HYUNDAI,ACCENT,COMPACT,1.6,4,8.9,6.3,7.7,17,262,0
2726,HYUNDAI,ACCENT,COMPACT,1.6,4,8.7,6.3,7.6,17,262,0
2727,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,8.5,6.3,7.5,17,763,2
2728,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,8.8,6.4,7.7,17,763,2
2729,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,9.7,6.7,8.3,17,763,2
2730,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,9.8,7.0,8.5,17,763,2
2731,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.2,8.6,17,765,2
2732,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.1,8.6,17,765,2
2733,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,15.8,10.2,13.3,17,784,1
2734,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,14.4,9.4,12.1,17,948,1
2735,HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,17.3,10.5,14.2,17,948,1
2736,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,14.4,9.5,12.2,17,949,10
2737,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,14.1,9.6,12.1,17,949,10
2738,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,12.9,9.4,11.3,17,1617,11
2739,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,13.0,9.7,11.5,17,1619,11
2740,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,11.7,8.7,10.3,17,1620,11
2741,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,12.9,9.7,11.5,17,1622,11
2742,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,12.5,9.3,11.1,17,1622,11
2743,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,13.9,10.8,12.5,17,1624,11
2744,HYUNDAI,SONATA,FULL-SIZE,2.0,4,10.4,7.4,9.1,17,1670,1
2745,HYUNDAI,SONATA,FULL-SIZE,2.4,4,9.4,6.5,8.1,17,1670,1
2746,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,10.0,7.0,8.6,17,1674,1
2747,HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,5.9,5.3,5.6,17,1671,2
2748,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.0,4,6.0,5.5,5.8,17,1672,2
2749,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,10.1,7.6,9.0,17,1814,11
2750,HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,9.9,8.4,9.2,17,1816,11
2751,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,11.0,9.0,10.1,17,1816,11
2752,HYUNDAI,VELOSTER,COMPACT,1.6,4,8.3,6.5,7.5,17,1874,0
2753,HYUNDAI,VELOSTER,COMPACT,1.6,4,8.8,6.7,7.8,17,1874,0
2754,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,8.9,7.1,8.1,17,1875,0
2755,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,9.4,7.0,8.3,17,1875,0
2756,INFINITI,Q50,MID-SIZE,2.0,4,10.2,7.7,9.1,18,1415,2
2757,INFINITI,Q50,MID-SIZE,3.0,6,12.1,8.1,10.3,18,1415,2
2758,INFINITI,Q50 AWD,MID-SIZE,2.0,4,10.6,8.4,9.6,18,1416,2
2759,INFINITI,Q50 AWD,MID-SIZE,3.0,6,12.3,8.5,10.6,18,1416,2
2760,INFINITI,Q50S AWD,MID-SIZE,3.0,6,12.9,9.0,11.1,18,1421,2
2761,INFINITI,Q50S RED SPORT,MID-SIZE,3.0,6,11.8,8.8,10.5,18,1422,2
2762,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,12.3,9.1,10.8,18,1423,2
2763,INFINITI,Q50 HYBRID,COMPACT,3.5,6,8.4,6.9,7.7,18,1419,0
2764,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,8.7,7.6,8.2,18,1420,0
2765,INFINITI,Q70 AWD,MID-SIZE,3.7,6,13.2,9.7,11.6,18,1435,2
2766,INFINITI,Q70 AWD,MID-SIZE,5.6,8,14.9,10.2,12.8,18,1435,2
2767,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,8.0,6.9,7.5,18,1436,2
2768,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,13.7,9.7,11.9,18,1446,9
2769,INFINITI,QX60,SUV - SMALL,3.5,6,11.8,8.5,10.3,18,1447,11
2770,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,12.2,8.9,10.7,18,1448,11
2771,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,8.9,8.4,8.7,18,1449,12
2772,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,14.5,10.7,12.8,18,1450,11
2773,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,17.4,12.2,15.1,18,1451,12
2774,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,12.1,8.5,10.5,19,866,13
2775,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,866,13
2776,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,12.1,8.5,10.5,19,869,13
2777,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,869,13
2778,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8,15.0,10.2,12.8,19,880,13
2779,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,15.7,10.4,13.3,19,881,13
2780,JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,15.7,10.4,13.3,19,882,13
2781,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,12.5,8.7,10.8,19,887,13
2782,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,15.3,9.9,12.9,19,887,13
2783,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,13.0,9.1,11.3,19,888,13
2784,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,12.5,8.7,10.8,19,889,13
2785,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,15.3,9.9,12.9,19,889,13
2786,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,13.0,9.1,11.3,19,890,13
2787,JAGUAR,XF AWD ,MID-SIZE,3.0,6,11.9,8.3,10.3,19,1982,2
2788,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,14.0,8.9,11.7,19,1987,1
2789,JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3.0,6,14.1,9.3,11.9,19,1991,1
2790,JAGUAR,XJR,FULL-SIZE,5.0,8,15.8,10.2,13.3,19,1997,1
2791,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,15.8,10.2,13.3,19,1999,1
2792,JEEP,CHEROKEE,SUV - SMALL,2.4,4,10.9,7.7,9.5,20,485,11
2793,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,10.9,7.7,9.5,20,492,11
2794,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,15.2,10.2,12.9,20,492,11
2795,JEEP,CHEROKEE,SUV - SMALL,3.2,6,11.4,8.1,9.9,20,485,11
2796,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,11.3,8.3,10.0,20,486,11
2797,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,11.3,8.3,10.0,20,491,11
2798,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,15.9,11.0,13.7,20,491,11
2799,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,11.6,8.5,10.2,20,486,11
2800,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,11.4,8.6,10.1,20,489,11
2801,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,12.5,8.9,10.9,20,489,11
2802,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,12.1,9.4,10.9,20,493,11
2803,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,12.2,9.0,10.8,20,493,11
2804,JEEP,COMPASS,SUV - SMALL,2.0,4,10.8,8.9,10.0,20,521,11
2805,JEEP,COMPASS,SUV - SMALL,2.0,4,10.3,7.8,9.2,20,521,11
2806,JEEP,COMPASS,SUV - SMALL,2.4,4,11.2,8.6,10.0,20,521,11
2807,JEEP,COMPASS,SUV - SMALL,2.4,4,10.2,8.2,9.3,20,521,11
2808,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,11.7,9.1,10.5,20,522,11
2809,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,10.6,8.6,9.7,20,522,11
2810,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,11.7,10.3,11.1,20,523,11
2811,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,12.8,9.5,11.3,20,990,12
2812,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,16.7,10.7,14.0,20,991,12
2813,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,11.2,8.4,9.9,20,992,12
2814,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,18.5,12.6,15.8,20,996,12
2815,JEEP,PATRIOT,SUV - SMALL,2.0,4,10.8,8.9,10.0,20,1363,11
2816,JEEP,PATRIOT,SUV - SMALL,2.0,4,10.3,7.8,9.2,20,1363,11
2817,JEEP,PATRIOT,SUV - SMALL,2.4,4,11.2,8.6,10.0,20,1363,11
2818,JEEP,PATRIOT,SUV - SMALL,2.4,4,10.2,8.2,9.3,20,1363,11
2819,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,11.7,9.1,10.5,20,1364,11
2820,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,10.6,8.6,9.7,20,1364,11
2821,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,11.7,10.3,11.1,20,1365,11
2822,JEEP,RENEGADE,SUV - SMALL,1.4,4,9.9,7.5,8.8,20,1504,11
2823,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,10.8,7.7,9.4,20,1506,11
2824,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,14.2,9.9,12.2,20,1506,11
2825,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,9.9,7.5,8.8,20,1505,11
2826,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,11.2,8.0,9.8,20,1505,11
2827,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.1,11.1,12.8,20,1895,11
2828,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.2,11.0,12.8,20,1895,11
2829,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,14.8,11.7,13.4,20,1899,11
2830,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,15.0,11.4,13.4,20,1899,11
2831,KIA,CADENZA,FULL-SIZE,3.3,6,12.7,8.4,10.7,21,438,1
2832,KIA,FORTE,MID-SIZE,1.8,4,8.9,6.1,7.6,21,912,2
2833,KIA,FORTE,MID-SIZE,1.8,4,9.3,6.3,7.9,21,912,2
2834,KIA,FORTE,MID-SIZE,2.0,4,9.7,6.7,8.3,21,912,2
2835,KIA,FORTE,MID-SIZE,2.0,4,9.8,6.9,8.5,21,912,2
2836,KIA,FORTE 5,FULL-SIZE,1.6,4,11.1,8.0,9.7,21,915,1
2837,KIA,FORTE 5,FULL-SIZE,1.6,4,11.1,8.2,9.8,21,915,1
2838,KIA,FORTE 5,FULL-SIZE,2.0,4,9.5,7.2,8.5,21,915,1
2839,KIA,FORTE 5,FULL-SIZE,2.0,4,9.7,6.9,8.4,21,915,1
2840,KIA,FORTE KOUP,COMPACT,1.6,4,10.6,7.8,9.4,21,916,0
2841,KIA,FORTE KOUP,COMPACT,1.6,4,10.8,8.1,9.6,21,916,0
2842,KIA,FORTE KOUP,COMPACT,2.0,4,9.7,7.1,8.6,21,916,0
2843,KIA,FORTE KOUP,COMPACT,2.0,4,10.0,7.4,8.8,21,916,0
2844,KIA,K900,FULL-SIZE,3.8,6,13.9,9.2,11.8,21,1116,1
2845,KIA,K900,FULL-SIZE,5.0,8,15.6,10.6,13.4,21,1116,1
2846,KIA,OPTIMA,FULL-SIZE,1.6,4,8.4,6.1,7.4,21,1326,1
2847,KIA,OPTIMA,FULL-SIZE,2.0,4,10.9,7.4,9.3,21,1326,1
2848,KIA,OPTIMA,FULL-SIZE,2.4,4,9.4,6.5,8.1,21,1326,1
2849,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,6.6,5.9,6.3,21,1328,2
2850,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,6.7,6.1,6.4,21,1329,2
2851,KIA,RIO,COMPACT,1.6,4,8.7,6.3,7.7,21,1508,0
2852,KIA,RIO,COMPACT,1.6,4,8.8,6.4,7.7,21,1508,0
2853,KIA,RIO ECO,COMPACT,1.6,4,8.5,6.3,7.6,21,1509,0
